0, 19.20301479
1, 18.36227759
6, 18.29168594
17, 16.84675799
18, 8.09604519
25, 8.07233467
51, 7.90935877
60, 7.55097219
64, 7.38672906
68, 7.34179547
83, 6.01506036
95, 5.89156727
152, 3.86121259
167, 2.58740907
186, 1.03018704
212, 0.94255057
213, 0.90801676
232, 0.88871195
239, 0.65213309
242, 0.44830177
267, 0.28057284
324, 0.27928909
353, 0.27147695
378, 0.2610125
442, 0.24604035
492, 0.24136817
799, 0.23111938
908, 0.2303569
934, 0.23021491
1064, 0.2245472
1191, 0.22443315
1251, 0.22044441
2262, 0.21546953
2416, 0.19227051
2554, 0.19206628
2603, 0.19172417
2647, 0.1898007
2787, 0.18897774
