evaluation,mse
0,43.609012777123134
2,40.51166700851516
4,23.4623562439
8,20.354860534149996
12,14.648790173113564
227,5.800097877163733
871,5.768859343979513
1127,4.9378419816125065
44103,2.709511333643179
