0, 161
0, 129
0, 203
0, 206
0, 47
0, 80
0, 17
0, 242
0, 50
0, 116
0, 207
0, 240
0, 49
0, 57
0, 218
0, 219
0, 158
1, 161
1, 129
1, 97
1, 134
1, 203
1, 47
1, 208
1, 17
1, 50
1, 116
1, 181
1, 57
1, 219
1, 158
2, 161
2, 121
2, 229
2, 203
2, 17
2, 116
2, 182
2, 246
2, 57
2, 158
2, 223
3, 225
3, 226
3, 39
3, 203
3, 17
3, 242
3, 116
3, 182
3, 158
0, 134
0, 6
0, 139
0, 141
0, 30
0, 160
0, 163
0, 37
0, 171
0, 177
0, 186
0, 66
0, 197
0, 73
0, 104
0, 235
0, 247
0, 125
0, 254
1, 193
1, 130
1, 37
1, 6
1, 169
1, 73
1, 235
1, 139
1, 15
1, 16
1, 177
1, 254
1, 186
1, 30
2, 193
2, 227
2, 229
2, 135
2, 139
2, 235
2, 143
2, 50
2, 30
2, 254
2, 191
3, 32
3, 193
3, 195
3, 139
3, 107
3, 50
3, 30
3, 216
3, 88
3, 254
4, 193
4, 169
4, 139
4, 141
4, 78
4, 143
4, 112
4, 50
4, 30
4, 254
5, 193
5, 33
5, 139
5, 78
5, 175
5, 241
5, 210
5, 50
5, 21
5, 118
5, 254
5, 22
5, 158
6, 193
6, 6
6, 230
6, 139
6, 78
6, 207
6, 47
6, 50
6, 118
6, 215
6, 249
6, 218
7, 193
7, 3
7, 4
7, 36
7, 58
7, 139
7, 110
7, 50
7, 114
7, 118
7, 23
7, 24
7, 218
7, 61
8, 193
8, 9
8, 138
8, 139
8, 74
8, 45
8, 113
8, 50
8, 118
8, 218
8, 94
8, 63
9, 193
9, 6
9, 7
9, 139
9, 172
9, 13
9, 77
9, 50
9, 118
9, 183
9, 218
9, 30
10, 193
10, 194
10, 225
10, 101
10, 122
10, 7
10, 8
10, 201
10, 202
10, 50
10, 21
10, 118
10, 182
10, 218
11, 64
11, 193
11, 2
11, 161
11, 4
11, 7
11, 170
11, 171
11, 205
11, 50
11, 118
11, 218
12, 193
12, 69
12, 7
12, 8
12, 199
12, 10
12, 237
12, 50
12, 213
12, 118
12, 121
12, 218
12, 29
13, 193
13, 131
13, 7
13, 137
13, 206
13, 79
13, 50
13, 53
13, 118
13, 218
13, 91
14, 131
14, 4
14, 58
14, 3
14, 7
14, 104
14, 8
14, 40
14, 50
14, 146
14, 88
14, 218
14, 159
15, 3
15, 131
15, 4
15, 7
15, 8
15, 9
15, 154
15, 15
15, 50
15, 147
15, 116
15, 146
15, 181
15, 118
15, 218
16, 224
16, 131
16, 4
16, 3
16, 6
16, 7
16, 8
16, 9
16, 218
16, 50
16, 117
16, 150
16, 154
16, 62
17, 3
17, 131
17, 4
17, 163
17, 7
17, 72
17, 9
17, 235
17, 77
17, 112
17, 50
17, 218
18, 131
18, 7
18, 9
18, 10
18, 75
18, 12
18, 50
18, 242
18, 179
18, 184
18, 218
19, 193
19, 131
19, 7
19, 9
19, 10
19, 50
19, 211
19, 184
19, 251
19, 93
20, 131
20, 7
20, 8
20, 9
20, 234
20, 237
20, 50
20, 243
20, 114
20, 247
20, 184
21, 196
21, 7
21, 9
21, 10
21, 234
21, 112
21, 178
21, 184
21, 154
22, 64
22, 134
22, 7
22, 8
22, 9
22, 234
22, 71
22, 141
22, 208
22, 184
23, 7
23, 72
23, 9
23, 8
23, 170
23, 250
23, 11
23, 207
23, 248
23, 90
23, 184
24, 36
24, 101
24, 7
24, 8
24, 105
24, 9
24, 10
24, 108
24, 79
24, 144
24, 210
24, 184
25, 2
25, 4
25, 196
25, 164
25, 7
25, 104
25, 9
25, 74
25, 237
25, 184
26, 7
26, 8
26, 9
26, 10
26, 12
26, 204
26, 110
26, 184
26, 159
27, 7
27, 168
27, 105
27, 202
27, 208
27, 145
27, 181
27, 184
28, 130
28, 7
28, 8
28, 171
28, 207
28, 177
28, 23
28, 184
29, 230
29, 7
29, 8
29, 205
29, 17
29, 178
29, 148
29, 184
29, 186
29, 62
30, 33
30, 165
30, 7
30, 40
30, 172
30, 19
30, 20
30, 22
30, 184
30, 154
31, 193
31, 217
31, 7
31, 104
31, 77
31, 184
31, 89
31, 120
31, 30
32, 100
32, 101
32, 7
32, 8
32, 105
32, 13
32, 239
32, 79
32, 184
32, 29
33, 192
33, 161
33, 7
33, 8
33, 107
33, 139
33, 143
33, 239
33, 242
33, 184
34, 224
34, 64
34, 34
34, 7
34, 8
34, 15
34, 22
34, 215
34, 184
34, 57
35, 2
35, 3
35, 6
35, 7
35, 22
35, 24
35, 94
35, 27
35, 252
35, 93
35, 184
36, 2
36, 3
36, 4
36, 6
36, 7
36, 8
36, 43
36, 184
36, 250
36, 27
36, 94
36, 191
37, 98
37, 7
37, 8
37, 75
37, 79
37, 183
37, 184
37, 249
37, 27
37, 127
38, 130
38, 7
38, 8
38, 200
38, 210
38, 218
38, 27
38, 92
38, 126
39, 32
39, 228
39, 7
39, 236
39, 16
39, 144
39, 23
39, 56
39, 27
40, 68
40, 7
40, 201
40, 110
40, 146
40, 55
40, 27
40, 220
40, 190
41, 224
41, 133
41, 7
41, 135
41, 47
41, 113
41, 179
41, 217
41, 27
42, 65
42, 130
42, 37
42, 7
42, 8
42, 72
42, 167
42, 212
42, 27
42, 190
43, 199
43, 7
43, 231
43, 170
43, 108
43, 148
43, 87
43, 23
43, 27
44, 163
44, 228
44, 7
44, 211
44, 19
44, 24
44, 27
44, 216
45, 5
45, 7
45, 8
45, 138
45, 110
45, 247
45, 218
45, 27
46, 161
46, 7
46, 234
46, 13
46, 111
46, 121
46, 27
46, 61
46, 127
47, 34
47, 163
47, 7
47, 8
47, 59
47, 220
47, 153
47, 27
47, 188
47, 254
48, 160
48, 38
48, 7
48, 105
48, 242
48, 118
48, 27
48, 94
48, 223
49, 166
49, 7
49, 39
49, 8
49, 75
49, 203
49, 81
49, 244
49, 152
49, 27
50, 98
50, 7
50, 8
50, 169
50, 16
50, 186
50, 27
50, 188
51, 163
51, 7
51, 8
51, 73
51, 16
51, 144
51, 244
51, 27
52, 4
52, 37
52, 6
52, 7
52, 8
52, 171
52, 21
52, 89
52, 27
52, 189
53, 64
53, 7
53, 8
53, 106
53, 219
53, 52
53, 21
53, 89
53, 27
53, 221
54, 7
54, 8
54, 114
54, 181
54, 89
54, 27
54, 124
55, 7
55, 8
55, 74
55, 143
55, 145
55, 49
55, 27
55, 188
56, 38
56, 7
56, 8
56, 103
56, 172
56, 244
56, 27
56, 222
57, 7
57, 135
57, 140
57, 215
57, 184
57, 122
57, 27
58, 98
58, 163
58, 102
58, 7
58, 8
58, 110
58, 52
58, 27
59, 226
59, 100
59, 27
59, 18
59, 88
59, 123
59, 157
59, 158
60, 162
60, 196
60, 167
60, 235
60, 183
60, 89
60, 154
60, 27
61, 33
61, 107
61, 219
61, 175
61, 144
61, 152
61, 27
61, 95
62, 3
62, 4
62, 106
62, 144
62, 209
62, 242
62, 87
62, 120
62, 27
63, 192
63, 66
63, 3
63, 4
63, 35
63, 11
63, 120
63, 27
64, 198
64, 10
64, 139
64, 12
64, 23
64, 186
64, 27
65, 224
65, 72
65, 179
65, 23
65, 26
65, 27
66, 10
66, 171
66, 187
66, 239
66, 145
66, 27
67, 67
67, 112
67, 53
67, 54
67, 27
67, 189
68, 46
68, 48
68, 21
68, 27
68, 159
69, 67
69, 195
69, 133
69, 148
69, 27
69, 93
70, 160
70, 225
70, 65
70, 135
70, 236
70, 210
70, 56
70, 27
71, 224
71, 33
71, 225
71, 135
71, 79
71, 115
71, 215
71, 56
71, 27
72, 195
72, 39
72, 168
72, 105
72, 139
72, 53
72, 248
72, 27
73, 41
73, 77
73, 248
73, 27
73, 223
74, 165
74, 11
74, 238
74, 240
74, 19
74, 27
75, 71
75, 240
75, 112
75, 215
75, 58
75, 27
75, 124
75, 31
76, 33
76, 34
76, 219
76, 51
76, 183
