13.70998369, 0
13.13903437, 2
12.51345329, 4
12.21048311, 5
11.49271417, 10
10.27792876, 11
10.16156164, 13
9.39975196, 14
9.07378117, 29
9.06322742, 74
6.18818424, 82
5.98925793, 92
3.56539292, 168
3.06410805, 195
1.01998196, 198
0.9570491, 213
0.91540978, 214
0.89132251, 243
0.72662555, 274
0.58656022, 278
0.47238615, 454
0.39374591, 478
0.32747671, 524
0.32655991, 1453
0.26606539, 1669
0.24838315, 1783
0.23549241, 1905
0.22837715, 2656
0.22793578, 3545
